id,parent_id,language,segment_audio,full_audio,lyrics_file,features,youtube,title,artist
english_0081_seg1,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg1.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg1.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0081_seg2,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg2.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg2.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0081_seg3,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg3.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg3.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0081_seg4,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg4.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg4.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0081_seg5,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg5.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg5.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0081_seg6,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg6.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg6.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0081_seg7,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg7.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg7.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0081_seg8,english_0081,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0081_seg8.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0081.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0081.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0081_seg8.npy,ytsearch1:Skyfall - Adele Official Audio,Skyfall - Adele,Adele
english_0082_seg0,english_0082,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0082_seg0.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0082.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0082.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0082_seg0.npy,ytsearch1:Make You Feel My Love - Adele Official Audio,Make You Feel My Love - Adele,Adele
english_0082_seg1,english_0082,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0082_seg1.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0082.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0082.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0082_seg1.npy,ytsearch1:Make You Feel My Love - Adele Official Audio,Make You Feel My Love - Adele,Adele
english_0082_seg2,english_0082,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0082_seg2.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0082.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0082.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0082_seg2.npy,ytsearch1:Make You Feel My Love - Adele Official Audio,Make You Feel My Love - Adele,Adele
english_0082_seg3,english_0082,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0082_seg3.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0082.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0082.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0082_seg3.npy,ytsearch1:Make You Feel My Love - Adele Official Audio,Make You Feel My Love - Adele,Adele
english_0082_seg4,english_0082,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0082_seg4.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0082.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0082.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0082_seg4.npy,ytsearch1:Make You Feel My Love - Adele Official Audio,Make You Feel My Love - Adele,Adele
english_0082_seg5,english_0082,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0082_seg5.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0082.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0082.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0082_seg5.npy,ytsearch1:Make You Feel My Love - Adele Official Audio,Make You Feel My Love - Adele,Adele
english_0082_seg6,english_0082,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0082_seg6.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0082.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0082.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0082_seg6.npy,ytsearch1:Make You Feel My Love - Adele Official Audio,Make You Feel My Love - Adele,Adele
english_0083_seg0,english_0083,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0083_seg0.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0083.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0083.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0083_seg0.npy,ytsearch1:Rumour Has It - Adele Official Audio,Rumour Has It - Adele,Adele
english_0083_seg1,english_0083,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0083_seg1.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0083.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0083.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0083_seg1.npy,ytsearch1:Rumour Has It - Adele Official Audio,Rumour Has It - Adele,Adele
english_0083_seg2,english_0083,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0083_seg2.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0083.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0083.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0083_seg2.npy,ytsearch1:Rumour Has It - Adele Official Audio,Rumour Has It - Adele,Adele
english_0083_seg3,english_0083,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0083_seg3.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0083.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0083.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0083_seg3.npy,ytsearch1:Rumour Has It - Adele Official Audio,Rumour Has It - Adele,Adele
english_0083_seg4,english_0083,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0083_seg4.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0083.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0083.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0083_seg4.npy,ytsearch1:Rumour Has It - Adele Official Audio,Rumour Has It - Adele,Adele
english_0083_seg5,english_0083,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0083_seg5.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0083.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0083.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0083_seg5.npy,ytsearch1:Rumour Has It - Adele Official Audio,Rumour Has It - Adele,Adele
english_0083_seg6,english_0083,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0083_seg6.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0083.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0083.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0083_seg6.npy,ytsearch1:Rumour Has It - Adele Official Audio,Rumour Has It - Adele,Adele
english_0084_seg0,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg0.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg0.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg1,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg1.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg1.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg2,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg2.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg2.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg3,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg3.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg3.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg4,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg4.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg4.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg5,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg5.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg5.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg6,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg6.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg6.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg7,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg7.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg7.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0084_seg8,english_0084,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0084_seg8.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0084.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0084.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0084_seg8.npy,ytsearch1:Yellow - Coldplay Official Audio,Yellow - Coldplay,Coldplay
english_0085_seg0,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg0.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg0.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0085_seg1,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg1.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg1.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0085_seg2,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg2.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg2.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0085_seg3,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg3.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg3.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0085_seg4,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg4.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg4.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0085_seg5,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg5.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg5.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0085_seg6,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg6.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg6.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0085_seg7,english_0085,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0085_seg7.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0085.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0085.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0085_seg7.npy,ytsearch1:Viva La Vida - Coldplay Official Audio,Viva La Vida - Coldplay,Coldplay
english_0086_seg0,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg0.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg0.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg1,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg1.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg1.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg2,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg2.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg2.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg3,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg3.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg3.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg4,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg4.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg4.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg5,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg5.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg5.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg6,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg6.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg6.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg7,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg7.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg7.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0086_seg8,english_0086,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0086_seg8.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0086.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0086.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0086_seg8.npy,ytsearch1:Fix You - Coldplay Official Audio,Fix You - Coldplay,Coldplay
english_0087_seg0,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg0.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg0.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
english_0087_seg1,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg1.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg1.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
english_0087_seg2,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg2.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg2.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
english_0087_seg3,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg3.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg3.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
english_0087_seg4,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg4.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg4.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
english_0087_seg5,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg5.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg5.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
english_0087_seg6,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg6.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg6.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
english_0087_seg7,english_0087,english,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\segments\english_0087_seg7.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\audio\english_0087.wav,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\lyrics\english_0087.txt,C:\Users\tahmi\OneDrive\Desktop\song_dataset_project\data\english\features\english_0087_seg7.npy,ytsearch1:The Scientist - Coldplay Official Audio,The Scientist - Coldplay,Coldplay
